precision,recall,f1-score,support
0.2159090909090909,0.6089743589743589,0.3187919463087248,156.0
0.48,0.04,0.07384615384615385,300.0
0.5051546391752577,0.3223684210526316,0.39357429718875503,304.0
0.4307116104868914,0.48523206751054854,0.45634920634920634,237.0
0.5240384615384616,0.7956204379562044,0.6318840579710145,137.0
0.3783068783068783,0.3783068783068783,0.3783068783068783,0.3783068783068783
0.4311627604219403,0.45043905709874876,0.3748891323327709,1134.0
0.44543275961839424,0.3783068783068783,0.34061274600544944,1134.0
